V	uW
0.0	56.7218012
0.05	7.78015237
0.1	4.01541047
0.15	2.25849135
0.2	3.26246209
0.25	1.5503831
0.3	2.47561434
0.35	4.55113286
0.4	7.60189778
0.45	11.7279269
0.5	17.3293301
0.55	25.6054464
0.6	35.1400304
0.65	47.0273699
0.7	61.5927638
0.75	80.9342819
0.8	101.602207
0.85	128.056941
0.9	153.513276
0.95	186.996622
1.0	222.080387
1.05	260.940084
1.1	303.100591
1.15	350.262329
1.2	406.60135
1.25	462.090218
1.3	521.229929
1.35	585.32093
1.4	658.664212
1.45	728.581625
1.5	801.324728
1.55	875.293219
1.6	957.338663
1.65	1032.85746
1.7	1107.05104
1.75	1202.71021
1.8	1264.20101
1.85	1326.6959
1.9	1393.95939
1.95	1453.44215
2.0	1521.9606
2.05	1581.1926
2.1	1640.42471
2.15	1695.64108
2.2	1741.31978
2.25	1784.74002
2.3	1822.38745
2.35	1849.24249
2.4	1874.8428
2.45	1897.93331
2.5	1913.49431
2.55	1928.55322
2.6	1941.8553
2.65	1955.40837
2.7	1963.18887
2.75	1973.73028
2.8	1982.51451
2.85	1992.55371
2.9	1998.57727
2.95	2006.85998
3.0	2014.38949
3.05	2021.66778
3.1	2026.43662
3.15	2030.20149
3.2	2034.96986
3.25	2041.74663
3.3	2046.76623
3.35	2048.02118
3.4	2055.29947
3.45	2056.80542
3.5	2059.81731
3.55	2063.0802
3.6	2066.34286
3.65	2072.11543
3.7	2072.11543
3.75	2074.12313
3.8	2078.39021
3.85	2078.8922
3.9	2083.66057
3.95	2083.66057
4.0	2085.91926
4.05	2088.17865
4.1	2090.68833
4.15	2097.21387
4.2	2098.21761
4.25	2099.72379
4.3	2098.4686
4.35	2101.73149
4.4	2101.48026
4.45	2102.98644
4.5	2104.99414
4.55	2107.00184
4.6	2108.00604
4.65	2107.00184
4.7	2109.76275
4.75	2111.26893
4.8	2109.76275
4.85	2109.26123
4.9	2109.26123
4.95	2108.25703
5.0	2112.0219
5.05	2109.01001
5.1	2108.50802
5.15	2106.75085
5.2	2106.24933
5.25	2102.73545
5.3	2105.49636
5.35	2098.71959
5.4	2100.22577
5.45	2101.73149
5.5	2099.72379
5.55	2094.95472
5.6	2090.68833
5.65	2087.17445
5.7	2088.17865
5.75	2084.41378
5.8	2082.90759
5.85	2077.13502
5.9	2075.62931
5.95	2070.86047
6.0	2067.34659
6.05	2065.84088
6.1	2062.076
6.15	2056.80542
6.2	2053.54276
6.25	2050.78186
6.3	2047.01698
6.35	2045.51127
6.4	2040.74266
6.45	2037.731
6.5	2030.45225
6.55	2026.18563
6.6	2022.67198
6.65	2016.89918
6.7	2012.88355
6.75	2009.36967
6.8	2005.10304
6.85	2000.83642
6.9	1994.81263
6.95	1994.05965
7.0	1984.27145
