V	uW
0.0	59.2316683
0.05	9.53695326
0.1	1.7565651
0.15	4.51733695
0.2	3.01143996
0.25	1.32532728
0.3	2.57564579
0.35	4.77618869
0.4	7.72693693
0.45	12.353079
0.5	18.2795538
0.55	26.745256
0.6	36.6530585
0.65	48.9615159
0.7	64.1749939
0.75	84.5478862
0.8	106.287553
0.85	134.208458
0.9	161.565302
0.95	198.124413
1.0	236.1839
1.05	278.169347
1.1	324.605935
1.15	376.118813
1.2	436.933915
1.25	496.273744
1.3	560.339715
1.35	627.506408
1.4	704.200589
1.45	776.443572
1.5	850.462122
1.55	924.730557
1.6	1007.22606
1.65	1082.31988
1.7	1180.12179
1.75	1233.07924
1.8	1308.37411
1.85	1376.1397
1.9	1440.89328
1.95	1505.64674
2.0	1576.17289
2.05	1641.93055
2.1	1701.41365
2.15	1767.42207
2.2	1815.86179
2.25	1867.0623
2.3	1906.46667
2.35	1935.83174
2.4	1962.93788
2.45	1989.29128
2.5	2008.61692
2.55	2027.94257
2.6	2043.50357
2.65	2060.57029
2.7	2070.86047
2.75	2085.91926
2.8	2096.20991
2.85	2109.01001
2.9	2119.55118
2.95	2130.09259
3.0	2140.38277
3.05	2148.91648
3.1	2156.44576
3.15	2165.22999
3.2	2171.50478
3.25	2175.52064
3.3	2181.04222
3.35	2186.31257
3.4	2188.82249
3.45	2192.58736
3.5	2196.60322
3.55	2199.1129
3.6	2200.86961
3.65	2201.1206
3.7	2206.14066
3.75	2209.40332
3.8	2211.16003
3.85	2211.91323
3.9	2215.42688
3.95	2214.42292
4.0	2216.68161
4.05	2218.9403
4.1	2217.43458
4.15	2219.94449
4.2	2220.94846
4.25	2219.44228
4.3	2223.20715
4.35	2219.94449
4.4	2222.95616
4.45	2222.95616
4.5	2220.44648
4.55	2219.19129
4.6	2222.45418
4.65	2219.94449
4.7	2216.9326
4.75	2217.18359
4.8	2214.42292
4.85	2213.41872
4.9	2209.90484
4.95	2208.39935
5.0	2198.86191
5.05	2205.63845
5.1	2204.1325
5.15	2202.62678
5.2	2198.86191
5.25	2195.34803
5.3	2194.84605
5.35	2191.83415
5.4	2186.31257
5.45	2184.05388
5.5	2177.77933
5.55	2178.7833
5.6	2172.50874
5.65	2167.9909
5.7	2164.979
5.75	2158.70445
5.8	2152.42989
5.85	2147.66129
5.9	2141.88872
5.95	2136.86936
6.0	2133.35548
6.05	2129.33961
6.1	2124.06903
6.15	2118.79844
6.2	2114.78258
6.25	2110.51572
6.3	2104.99414
6.35	2097.71562
6.4	2095.20571
6.45	2090.43734
6.5	2082.6566
6.55	2080.14669
6.6	2075.12733
6.65	2070.60948
6.7	2064.08417
6.75	2060.57029
6.8	2056.80542
6.85	2053.29177
6.9	2048.27217
6.95	2044.25631
7.0	2038.48374
