V	uW
0.0	16.8041952
0.05	1.65041445
0.1	0.800206749
0.15	0.300079392
0.2	0.500127385
0.25	0.355565533
0.3	0.663212916
0.35	1.21042535
0.4	1.98711177
0.45	3.08657582
0.5	4.51386404
0.55	6.71015232
0.6	9.22397612
0.65	12.6488985
0.7	16.3356381
0.75	21.5354048
0.8	27.0276905
0.85	33.4908327
0.9	40.8996129
0.95	50.2097646
1.0	59.9082596
1.05	70.8499574
1.1	82.7726035
1.15	96.2133126
1.2	114.678602
1.25	128.607062
1.3	145.586295
1.35	163.590783
1.4	184.596021
1.45	204.801065
1.5	225.806289
1.55	247.111631
1.6	271.317636
1.65	293.59819
1.7	316.028774
1.75	338.034268
1.8	362.29036
1.85	384.770916
1.9	407.226558
1.95	429.657113
2.0	454.163266
2.05	475.293491
2.1	494.748354
2.15	513.428007
2.2	529.95712
2.25	547.311443
2.3	561.514986
2.35	574.193196
2.4	586.146198
2.45	598.499202
2.5	608.376693
2.55	617.403886
2.6	625.981076
2.65	634.408207
2.7	641.309889
2.75	648.33666
2.8	655.038282
2.85	661.414873
2.9	667.516433
2.95	673.167873
3.0	678.394164
3.05	682.870275
3.1	687.671476
3.15	691.372377
3.2	694.848248
3.25	697.873998
3.3	700.499688
3.35	702.70017
3.4	704.375678
3.45	706.176099
3.5	707.10131
3.55	708.15155
3.6	708.701729
3.65	709.201791
3.7	709.877
3.75	710.627181
3.8	710.977241
3.85	711.377361
3.9	711.60245
3.95	711.702451
4.0	712.052512
4.05	711.802451
4.1	711.952511
4.15	711.802451
4.2	711.377361
4.25	711.227302
4.3	710.927241
4.35	710.95227
4.4	710.677239
4.45	710.277061
4.5	710.37712
4.55	710.552151
4.6	709.42688
4.65	709.351851
4.7	709.30185
4.75	708.55167
4.8	708.026579
4.85	707.80149
4.9	707.126339
4.95	706.301071
5.0	705.926039
5.05	705.350831
5.1	704.250589
5.15	703.200349
5.2	702.750229
5.25	701.524958
5.3	700.974779
5.35	700.449629
5.4	699.199329
5.45	698.399148
5.5	697.823998
5.55	696.848787
5.6	695.948547
5.65	695.323339
5.7	694.873277
5.75	694.123097
5.8	693.197828
5.85	692.772737
5.9	691.922498
5.95	691.347406
6.0	690.472196
6.05	689.722016
6.1	688.421656
6.15	687.371357
6.2	686.871295
6.25	686.046085
6.3	684.970815
6.35	683.845486
6.4	682.770216
6.45	681.594945
6.5	680.269615
6.55	678.819255
6.6	677.343865
6.65	675.968593
6.7	675.068353
6.75	673.392904
6.8	672.592665
6.85	671.467395
6.9	670.117093
6.95	669.041823
7.0	668.041583
