V	uW
0.0	50.9492347
0.05	7.27810811
0.1	5.77221135
0.15	3.76438834
0.2	1.00361672
0.25	1.00025477
0.3	2.17554975
0.35	4.05101991
0.4	6.1765395
0.45	9.62740069
0.5	14.1785331
0.55	21.0714115
0.6	28.9013205
0.65	38.6931206
0.7	50.7847144
0.75	66.90601
0.8	84.3486705
0.85	104.570267
0.9	130.682587
0.95	157.214206
1.0	186.646546
1.05	219.704787
1.1	255.513733
1.15	295.5987
1.2	343.435619
1.25	390.547386
1.3	441.885175
1.35	496.648834
1.4	560.114684
1.45	620.629755
1.5	684.320577
1.55	749.661936
1.6	821.354741
1.65	887.121249
1.7	951.43728
1.75	1014.35278
1.8	1081.21953
1.85	1165.31388
1.9	1200.45152
1.95	1248.38925
2.0	1305.61332
2.05	1353.55094
2.1	1402.74374
2.15	1448.42267
2.2	1487.07395
2.25	1522.21171
2.3	1553.33348
2.35	1575.42014
2.4	1596.75372
2.45	1620.34598
2.5	1631.64036
2.55	1647.20113
2.6	1658.24441
2.65	1670.54264
2.7	1679.57798
2.75	1690.37026
2.8	1695.64108
2.85	1705.68028
2.9	1712.70769
2.95	1722.24513
3.0	1725.50802
3.05	1729.52365
3.1	1736.80205
3.15	1739.31208
3.2	1746.33949
3.25	1747.59433
3.3	1753.61801
3.35	1754.11999
3.4	1758.13562
3.45	1760.39466
3.5	1762.90434
3.55	1763.90819
3.6	1766.91997
3.65	1768.9279
3.7	1771.4377
3.75	1772.44178
3.8	1775.45357
3.85	1778.21435
3.9	1781.72824
3.95	1780.22229
4.0	1785.74387
4.05	1784.99077
4.1	1786.99871
4.15	1790.26148
4.2	1791.51644
4.25	1794.27722
4.3	1794.27722
4.35	1796.28516
4.4	1799.04595
4.45	1801.80662
4.5	1800.55178
4.55	1802.8107
4.6	1803.81455
4.65	1804.81852
4.7	1806.57534
4.75	1804.31665
4.8	1808.08129
4.85	1807.8303
4.9	1810.08922
4.95	1809.83823
5.0	1807.8303
5.05	1810.34021
5.1	1810.5912
5.15	1812.59902
5.2	1810.5912
5.25	1810.84208
5.3	1809.58712
5.35	1807.8303
5.4	1804.56764
5.45	1806.82645
5.5	1803.31257
5.55	1801.80662
5.6	1800.30079
5.65	1798.79484
5.7	1799.04595
5.75	1794.27722
5.8	1795.28131
5.85	1794.27722
5.9	1790.26148
5.95	1788.75565
6.0	1785.49287
6.05	1786.74771
6.1	1783.48483
6.15	1781.22614
6.2	1776.45741
6.25	1774.95158
6.3	1770.68484
6.35	1766.91997
6.4	1765.66513
6.45	1764.41029
6.5	1756.62979
6.55	1753.869
6.6	1753.3669
6.65	1748.34742
6.7	1744.0808
6.75	1740.31593
6.8	1735.29622
6.85	1731.78257
6.9	1725.50802
6.95	1722.74723
7.0	1718.2295
