V	uW
0.0	58.9806477
0.05	9.28604913
0.1	2.76041783
0.15	4.01541047
0.2	3.26246209
0.25	0.575150921
0.3	1.25031852
0.35	1.97550162
0.4	3.57590056
0.45	5.5513874
0.5	8.55213693
0.55	12.6488985
0.6	17.624232
0.65	23.9058118
0.7	31.788677
0.75	42.3924685
0.8	54.1738918
0.85	68.1038218
0.9	84.2957234
0.95	105.019128
1.0	129.657332
1.05	152.713081
1.1	180.870091
1.15	212.728046
1.2	251.912803
1.25	291.39765
1.3	335.608696
1.35	383.995735
1.4	441.860175
1.45	499.299495
1.5	561.390014
1.55	627.531437
1.6	704.60065
1.65	779.469381
1.7	857.363804
1.75	937.033619
1.8	1027.78128
1.85	1112.22744
1.9	1219.02407
1.95	1287.54252
2.0	1378.64938
2.05	1464.23455
2.1	1542.03933
2.15	1620.34598
2.2	1692.3782
2.25	1770.43385
2.3	1829.41486
2.35	1886.88992
2.4	1936.08273
2.45	1984.27145
2.5	2022.17
2.55	2050.27987
2.6	2077.38602
2.65	2105.24513
2.7	2125.57474
2.75	2144.14764
2.8	2164.979
2.85	2178.5323
2.9	2193.34033
2.95	2207.39515
3.0	2222.45418
3.05	2234.25031
3.1	2245.79591
3.15	2258.34479
3.2	2265.37231
3.25	2273.40357
3.3	2281.93752
3.35	2288.96458
3.4	2295.74135
3.45	2299.25523
3.5	2305.0278
3.55	2310.29815
3.6	2309.54564
3.65	2313.05906
3.7	2318.33011
3.75	2317.07492
3.8	2320.5888
3.85	2323.85146
3.9	2330.62822
3.95	2331.63172
4.0	2340.91817
4.05	2343.42786
4.1	2350.70661
4.15	2356.22819
4.2	2368.02432
4.25	2376.30657
4.3	2383.83631
4.35	2394.12696
4.4	2396.88763
4.45	2402.40921
4.5	2407.17758
4.55	2410.18948
4.6	2411.19345
4.65	2410.44047
4.7	2413.95435
4.75	2414.95832
4.8	2417.71922
4.85	2420.73089
4.9	2423.99378
4.95	2423.2408
5.0	2419.72692
5.05	2414.20534
5.1	2408.43277
5.15	2402.9112
5.2	2393.62475
5.25	2384.0873
5.3	2378.31497
5.35	2371.5382
5.4	2366.26761
5.45	2364.76143
5.5	2364.76143
5.55	2361.49877
5.6	2362.00076
5.65	2358.23588
5.7	2351.20882
5.75	2341.67138
5.8	2333.3889
5.85	2325.35717
5.9	2319.33361
5.95	2311.80433
6.0	2304.52558
6.05	2296.24333
6.1	2291.72548
6.15	2280.18034
6.2	2270.89389
6.25	2257.84304
6.3	2245.54492
6.35	2234.5013
6.4	2224.21135
6.45	2215.42688
6.5	2204.88547
6.55	2196.10101
6.6	2187.06578
6.65	2179.78703
6.7	2169.24609
6.75	2162.72031
6.8	2153.68485
6.85	2144.64962
6.9	2135.61417
6.95	2130.84579
7.0	2120.30415
