V	uW
0.0	52.4551324
0.05	9.03502769
0.1	3.26246209
0.15	3.51336621
0.2	1.50554297
0.25	0.550143056
0.3	1.15028706
0.35	2.12553414
0.4	3.65090932
0.45	5.87647492
0.5	8.40210487
0.55	12.6993345
0.6	17.636843
0.65	23.9058118
0.7	31.7382437
0.75	42.3697747
0.8	54.0024193
0.85	67.8718206
0.9	84.0738066
0.95	104.852697
1.0	129.507302
1.05	152.262975
1.1	179.794835
1.15	210.802566
1.2	248.962082
1.25	287.446688
1.3	330.357405
1.35	376.443844
1.4	431.532593
1.45	486.421253
1.5	545.536052
1.55	608.326634
1.6	682.420155
1.65	755.113258
1.7	830.307079
1.75	909.351686
1.8	999.82426
1.85	1085.57066
1.9	1191.91792
1.95	1268.46787
2.0	1369.11194
2.05	1462.22685
2.1	1554.33756
2.15	1648.95796
2.2	1735.04511
2.25	1828.91276
2.3	1908.22349
2.35	1975.73821
2.4	2037.22878
2.45	2094.95472
2.5	2143.89642
2.55	2179.53604
2.6	2211.16003
2.65	2240.02288
2.7	2267.12949
2.75	2285.95291
2.8	2302.76887
2.85	2322.5965
2.9	2335.1456
2.95	2348.69891
3.0	2358.73787
3.05	2367.77333
3.1	2376.05604
3.15	2384.58952
3.2	2391.86757
3.25	2399.39732
3.3	2404.16592
3.35	2407.93079
3.4	2412.95015
3.45	2416.96602
3.5	2420.73089
3.55	2423.99378
3.6	2426.25247
3.65	2428.26017
3.7	2428.51116
3.75	2432.77824
3.8	2429.51536
3.85	2433.02924
3.9	2433.78174
3.95	2431.02107
4.0	2435.78991
4.05	2430.51932
4.1	2429.51536
4.15	2428.51116
4.2	2423.99378
4.25	2421.98561
4.3	2419.22494
4.35	2409.43697
4.4	2407.17758
4.45	2400.40151
4.5	2389.60888
4.55	2381.32663
4.6	2370.28301
4.65	2361.74976
4.7	2352.46331
4.75	2339.91421
4.8	2329.12204
4.85	2320.33781
4.9	2311.30235
4.95	2298.00004
5.0	2284.69819
5.05	2274.40777
5.1	2262.36065
5.15	2250.31329
5.2	2238.51716
5.25	2222.70517
5.3	2209.90484
5.35	2198.61092
5.4	2185.30907
5.45	2172.00676
5.5	2161.46512
5.55	2144.64962
5.6	2128.83763
5.65	2111.77091
5.7	2096.96288
5.75	2084.16278
5.8	2067.59758
5.85	2051.03285
5.9	2036.22505
5.95	2021.1658
6.0	2008.3657
6.05	1994.81263
6.1	1985.0242
6.15	1971.72211
6.2	1959.92598
6.25	1949.13382
6.3	1940.34947
6.35	1932.06687
6.4	1927.04739
6.45	1916.75685
6.5	1911.73737
6.55	1904.70973
6.6	1899.18815
6.65	1890.90578
6.7	1883.12528
6.75	1874.08994
6.8	1868.06638
6.85	1855.51716
6.9	1847.48566
6.95	1841.21099
7.0	1835.94052
