V	uW
0.0	55.2159036
0.05	7.52913047
0.1	5.52130723
0.15	4.01541047
0.2	1.50554297
0.25	0.575150921
0.3	1.15028706
0.35	2.17554975
0.4	3.72593286
0.45	5.676412
0.5	8.72717737
0.55	12.888464
0.6	17.9268409
0.65	24.3824179
0.7	32.4241519
0.75	43.2120214
0.8	55.1497942
0.85	69.2587564
0.9	85.8263957
0.95	106.847372
1.0	131.857872
1.05	155.238697
1.1	183.920871
1.15	215.828812
1.2	255.313673
1.25	294.92355
1.3	338.834448
1.35	387.221575
1.4	444.385776
1.45	500.899914
1.5	562.165165
1.55	627.256406
1.6	703.225378
1.65	777.443871
1.7	854.437996
1.75	934.282958
1.8	1025.70571
1.85	1111.30206
1.9	1222.03585
1.95	1294.56993
2.0	1396.72018
2.05	1490.33684
2.1	1581.1926
2.15	1671.29573
2.2	1759.89256
2.25	1853.50922
2.3	1937.33757
2.35	2007.36197
2.4	2080.8999
2.45	2145.65359
2.5	2197.85771
2.55	2244.54072
2.6	2263.11362
2.65	2308.29045
2.7	2338.91048
2.75	2361.74976
2.8	2382.83235
2.85	2401.40501
2.9	2413.70336
2.95	2425.75048
3.0	2434.78594
3.05	2440.30752
3.1	2449.59374
3.15	2457.87669
3.2	2459.13118
3.25	2461.38987
3.3	2463.90025
3.35	2466.91192
3.4	2470.67632
3.45	2466.15894
3.5	2464.65276
3.55	2461.38987
3.6	2462.39407
3.65	2461.13888
3.7	2458.6292
3.75	2454.11182
3.8	2452.85663
3.85	2444.57438
3.9	2437.04463
3.95	2432.52725
4.0	2420.98211
4.05	2409.18575
4.1	2404.91889
4.15	2400.65204
4.2	2390.36209
4.25	2380.82465
4.3	2372.79339
4.35	2366.76983
4.4	2360.24405
4.45	2352.46331
4.5	2345.68724
4.55	2340.1652
4.6	2334.89461
4.65	2333.89065
4.7	2326.36137
4.75	2322.34551
4.8	2320.5888
4.85	2317.82789
4.9	2311.05136
4.95	2303.0201
5.0	2293.73365
5.05	2289.71778
5.1	2279.67836
5.15	2269.89039
5.2	2259.59974
5.25	2248.80781
5.3	2240.27387
5.35	2227.72523
5.4	2214.9249
5.45	2201.62258
5.5	2190.07744
5.55	2177.52834
5.6	2165.22999
5.65	2147.91228
5.7	2135.36317
5.75	2121.55934
5.8	2104.74315
5.85	2090.18635
5.9	2076.63304
5.95	2062.076
6.0	2049.02492
6.05	2037.98176
6.1	2028.69554
6.15	2015.89521
6.2	2004.09908
6.25	1992.8047
6.3	1984.52245
6.35	1970.71838
6.4	1955.15738
6.45	1944.86708
6.5	1930.05917
6.55	1918.76478
6.6	1904.45886
6.65	1890.90578
6.7	1882.87429
6.75	1869.32122
6.8	1859.53279
6.85	1845.22686
6.9	1837.44635
6.95	1826.90506
7.0	1820.63051
