V	uW
0.0	18.0814532
0.05	3.34368087
0.1	0.371364877
0.15	0.866770279
0.2	-0.24784822
0.25	0.0617001206
0.3	0.0370200723
0.35	0.0740401447
0.4	0.123392965
0.45	-0.0493528205
0.5	0.0740401447
0.55	0.00373529474
0.6	0.00871204975
0.65	0.0174222805
0.7	0.00622367224
0.75	0.0099562385
0.8	0.0124455255
0.85	0.0103018465
0.9	0.00943299483
0.95	0.00918475962
1.0	0.0119154038
1.05	0.0112947873
1.1	0.00980537607
1.15	0.0095146504
1.2	0.00970072023
1.25	0.00904326214
1.3	0.00922933197
1.35	0.00924173804
1.4	0.00981236781
1.45	0.00897862851
1.5	0.00912042264
1.55	0.0103424869
1.6	0.012732543
1.65	0.0207066044
1.7	0.0403089082
1.75	0.0909408726
1.8	0.21414705
1.85	0.458140391
1.9	1.11482882
1.95	2.16883996
2.0	4.33209425
2.05	8.08191271
2.1	13.9016347
2.15	23.0909936
2.2	35.9386831
2.25	54.5525836
2.3	77.0708284
2.35	100.552381
2.4	129.216423
2.45	164.025376
2.5	198.538211
2.55	235.395506
2.6	273.795187
2.65	316.365535
2.7	355.505559
2.75	393.325288
2.8	429.232459
2.85	466.953468
2.9	498.936744
2.95	528.452219
3.0	566.350296
3.05	582.202687
3.1	605.981215
3.15	625.301269
3.2	644.745189
3.25	659.854501
3.3	676.326104
3.35	688.958447
3.4	700.600096
3.45	712.241628
3.5	722.520868
3.55	730.818603
3.6	738.249393
3.65	744.937104
3.7	749.64331
3.75	754.597131
3.8	758.064911
3.85	760.913361
3.9	763.142598
3.95	763.885677
4.0	763.39033
4.05	764.50489
4.1	764.257158
4.15	761.904172
4.2	761.284842
4.25	759.427203
4.3	756.950234
4.35	754.720997
4.4	752.244145
4.45	750.386389
4.5	748.281018
4.55	743.698678
4.6	740.47863
4.65	737.506314
4.7	732.552493
4.75	728.837098
4.8	725.988648
4.85	722.397119
4.9	717.938528
4.95	713.480054
5.0	709.02158
5.05	705.430051
5.1	699.609285
5.15	694.283866
5.2	688.958447
5.25	684.623839
5.3	677.936128
5.35	671.372283
5.4	665.922998
5.45	660.721445
5.5	654.405332
5.55	648.336834
5.6	641.649123
5.65	635.952107
5.7	629.01678
5.75	622.576685
5.8	616.632053
5.85	609.69661
5.9	604.618923
5.95	597.435865
6.0	591.615099
6.05	586.041948
6.1	580.097316
6.15	572.54266
6.2	567.217241
6.25	560.52953
6.3	554.461032
6.35	548.021053
6.4	543.686445
6.45	536.874868
6.5	530.558638
6.55	524.861738
6.6	519.164838
6.65	512.600876
6.7	507.770921
6.75	502.445502
6.8	498.110894
6.85	492.166262
6.9	486.469246
6.95	481.515424
7.0	475.541601
V	uW
0.0	15.7283503
0.05	2.72446778
0.1	0.866770279
0.15	0.495230779
0.2	1.36211747
0.25	0.111052941
0.3	0.0
0.35	0.0740401447
0.4	0.0617001206
0.45	0.160413038
0.5	0.148073013
0.55	0.0136897143
0.6	0.0199115675
0.65	0.0174222805
0.7	0.00373529474
0.75	0.014933903
0.8	0.0099562385
0.85	0.00992946525
0.9	0.00955714086
0.95	0.0106741709
1.0	0.00930890565
1.05	0.00918475962
1.1	0.0106741709
1.15	0.00895642671
1.2	0.00862149108
1.25	0.00917971477
1.3	0.0101224913
1.35	0.0101845146
1.4	0.00993641436
1.45	0.0113782983
1.5	0.0118433325
1.55	0.0127938273
1.6	0.0153641295
1.65	0.0234030786
1.7	0.0432216787
1.75	0.0936079374
1.8	0.216082199
1.85	0.45887225
1.9	1.12041425
1.95	2.17591469
2.0	4.34177537
2.05	8.11302107
2.1	13.9962021
2.15	23.2652019
2.2	36.2572282
2.25	56.4519723
2.3	76.527911
2.35	101.181693
2.4	130.006127
2.45	164.839788
2.5	199.377275
2.55	236.715801
2.6	275.029102
2.65	317.64881
2.7	356.492703
2.75	394.127361
2.8	430.194923
2.85	468.162732
2.9	500.281691
2.95	530.204386
3.0	568.703399
3.05	584.184309
3.1	607.838971
3.15	626.29208
3.2	646.72681
3.25	660.721445
3.3	675.45916
3.35	688.215368
3.4	698.494725
3.45	709.145446
3.5	719.424686
3.55	727.227074
3.6	733.171706
3.65	740.354764
3.7	745.308702
3.75	748.900231
3.8	751.253334
3.85	753.730303
3.9	756.083289
3.95	756.207155
4.0	757.941045
4.05	756.950234
4.1	757.693313
4.15	756.083289
4.2	754.22565
4.25	753.606437
4.3	750.262523
4.35	748.404884
4.4	746.051781
4.45	741.717173
4.5	739.36407
4.55	736.639369
4.6	733.667053
4.65	729.580177
4.7	725.121703
4.75	721.406308
4.8	716.947834
4.85	713.108573
4.9	708.030886
4.95	703.572412
5.0	698.866206
5.05	695.026945
5.1	689.330045
5.15	684.004626
5.2	678.555341
5.25	674.344599
5.3	668.02837
5.35	663.074548
5.4	656.139106
5.45	652.423711
5.5	647.098292
5.55	641.525257
5.6	635.209028
5.65	628.892914
5.7	622.576685
5.75	617.00365
5.8	608.953531
5.85	603.504363
5.9	597.807346
5.95	592.358178
6.0	586.041948
6.05	580.345048
6.1	574.27655
6.15	567.217241
6.2	561.520341
6.25	555.080245
6.3	549.135613
6.35	543.190981
6.4	537.617947
6.45	532.416394
6.5	527.338707
6.55	520.279398
6.6	514.830113
6.65	508.885481
6.7	503.93166
6.75	498.977839
6.8	494.147767
6.85	487.583922
6.9	485.478551
6.95	477.552909
7.0	473.690714
