V	uW
0.0	26.6268617
0.05	3.71522037
0.1	1.60984928
0.15	0.866770279
0.2	1.23830978
0.25	0.0493600965
0.3	0.0370200723
0.35	0.0370200723
0.4	0.0370200723
0.45	0.0617001206
0.5	0.234445906
0.55	0.0136897143
0.6	0.0161780918
0.65	0.0136897143
0.7	0.0199115675
0.75	0.007467861
0.8	0.022399945
0.85	0.00881243523
0.9	0.00757125918
0.95	0.00893652441
1.0	0.00819181878
1.05	0.00707478875
1.1	0.00992946525
1.15	0.00787719046
1.2	0.00776554998
1.25	0.00774073783
1.3	0.00766630848
1.35	0.00772833175
1.4	0.00811288459
1.45	0.00857007354
1.5	0.0103689226
1.55	0.0113314345
1.6	0.0169454815
1.65	0.0317520517
1.7	0.0764394628
1.75	0.189337086
1.8	0.660060152
1.85	1.56190231
1.9	3.48399544
1.95	7.49956689
2.0	15.374917
2.05	28.4428497
2.1	50.0431379
2.15	83.6352992
2.2	122.355807
2.25	175.439171
2.3	231.854123
2.35	293.969817
2.4	362.230436
2.45	441.497628
2.5	515.90323
2.55	602.26582
2.6	664.43684
2.65	739.116338
2.7	803.021248
2.75	860.609929
2.8	914.606964
2.85	967.737171
2.9	1009.34959
2.95	1045.0175
3.0	1077.09365
3.05	1104.71155
3.1	1130.4717
3.15	1151.27792
3.2	1167.50179
3.25	1181.99177
3.3	1194.87196
3.35	1204.16027
3.4	1211.34357
3.45	1216.79273
3.5	1222.36577
3.55	1227.19584
3.6	1230.53975
3.65	1234.87436
3.7	1241.43809
3.75	1244.782
3.8	1250.60277
3.85	1254.56601
3.9	1256.919
3.95	1260.51065
4.0	1261.62521
4.05	1263.73046
4.1	1262.49203
4.15	1261.37747
4.2	1259.64358
4.25	1257.6622
4.3	1253.69895
4.35	1250.8505
4.4	1245.64907
4.45	1241.56196
4.5	1236.11279
4.55	1231.77818
4.6	1225.46195
4.65	1219.51732
4.7	1213.69655
4.75	1208.12352
4.8	1201.93115
4.85	1194.25263
4.9	1186.82184
4.95	1179.76265
5.0	1173.94188
5.05	1168.86408
5.1	1160.19486
5.15	1152.14474
5.2	1144.46622
5.25	1137.1593
5.3	1129.72851
5.35	1121.55476
5.4	1111.15165
5.45	1104.33996
5.5	1096.90917
5.55	1087.86835
5.6	1078.45594
5.65	1068.9199
5.7	1058.76452
5.75	1050.21894
5.8	1039.19674
5.85	1030.27979
5.9	1021.23898
5.95	1010.83575
6.0	1001.9188
6.05	991.639565
6.1	981.608056
6.15	972.690992
6.2	962.535618
6.25	953.61867
6.3	945.816282
6.35	936.651719
6.4	928.725465
6.45	919.560902
6.5	910.891569
6.55	903.832377
6.6	895.039178
6.65	886.493828
6.7	877.205282
6.75	871.632248
6.8	864.077592
6.85	854.789047
6.9	846.243696
6.95	839.679851
7.0	831.505866
V	uW
0.0	25.0168378
0.05	2.84827547
0.1	2.72446778
0.15	1.11444388
0.2	1.73365697
0.25	0.123392965
0.3	0.185093086
0.35	-0.0493528205
0.4	0.0617001206
0.45	0.185093086
0.5	0.135732989
0.55	0.0236441338
0.6	0.00124600774
0.65	0.022399945
0.7	0.0112004273
0.75	0.0186664693
0.8	0.0161780918
0.85	0.0127842554
0.9	0.0114188765
0.95	0.0109224061
1.0	0.0119154038
1.05	0.0111706413
1.1	0.0100536113
1.15	0.00987439108
1.2	0.00984957893
1.25	0.00991160931
1.3	0.00858427285
1.35	0.00931616739
1.4	0.00872073258
1.45	0.00857127436
1.5	0.00901588049
1.55	0.0106428972
1.6	0.0159541322
1.65	0.0313543111
1.7	0.0770224915
1.75	0.189411523
1.8	0.660928947
1.85	1.56835654
1.9	3.49181482
1.95	7.50578783
2.0	15.3649635
2.05	28.4129856
2.1	50.008297
2.15	83.0430217
2.2	122.022655
2.25	175.229419
2.3	231.002719
2.35	293.044373
2.4	361.156941
2.45	439.967582
2.5	514.249783
2.55	599.788968
2.6	663.693761
2.65	736.763235
2.7	800.792011
2.75	859.86685
2.8	910.643954
2.85	962.535618
2.9	1002.41427
2.95	1038.82514
3.0	1070.40606
3.05	1097.77623
3.1	1126.01323
3.15	1147.06717
3.2	1165.14857
3.25	1180.62948
3.3	1194.0049
3.35	1204.16027
3.4	1211.4672
3.45	1218.52662
3.5	1226.57651
3.55	1229.79656
3.6	1235.12209
3.65	1238.71351
3.7	1244.03904
3.75	1247.25886
3.8	1251.46983
3.85	1255.68057
3.9	1259.14835
3.95	1261.87294
4.0	1264.10206
4.05	1264.59752
4.1	1264.10206
4.15	1264.59752
4.2	1263.23523
4.25	1260.75814
4.3	1258.03356
4.35	1253.45122
4.4	1250.4789
4.45	1244.782
4.5	1240.19966
4.55	1235.61732
4.6	1229.0536
4.65	1222.6135
4.7	1216.1734
4.75	1210.35264
4.8	1202.05502
4.85	1195.61492
4.9	1186.82184
4.95	1178.52399
5.0	1173.44642
5.05	1165.27244
5.1	1158.08938
5.15	1150.65859
5.2	1142.36097
5.25	1132.82469
5.3	1125.0223
5.35	1117.22015
5.4	1107.18841
5.45	1100.74854
5.5	1089.60224
5.55	1078.95141
5.6	1069.16763
5.65	1059.87908
5.7	1051.33373
5.75	1040.6829
5.8	1030.89889
5.85	1020.99124
5.9	1011.57883
5.95	1001.67119
6.0	992.630376
6.05	979.502569
6.1	973.681803
6.15	964.764855
6.2	955.724041
6.25	945.816282
6.3	937.0232
6.35	928.353984
6.4	919.189304
6.45	909.157796
6.5	901.355408
6.55	893.55302
6.6	887.484639
6.65	877.453014
6.7	869.031413
6.75	862.219837
6.8	854.417565
6.85	848.844415
6.9	839.060522
6.95	831.753598
7.0	825.189753
