V	MHz
0.0	64.84567247
0.004884004884	64.17383205
0.00976800976801	64.22602433
0.014652014652	64.24757451
0.019536019536	64.30005331
0.02442002442	64.32082981
0.029304029304	64.37923259
0.034188034188	64.46136118
0.039072039072	64.52673445
0.043956043956	64.86187136
0.17094017094	65.49768269
0.175824175824	65.51581938
0.180708180708	65.56422018
0.185592185592	65.61318037
0.190476190476	65.63251759
0.19536019536	65.68170709
0.200244200244	65.6998719
0.205128205128	65.74938279
0.210012210012	65.79948864
0.214896214896	65.817294
0.21978021978	65.8665203
0.224664224664	65.91072402
0.229548229548	65.9337128
0.234432234432	65.98116269
0.239316239316	66.00024373
0.2442002442	66.04963399
0.249084249084	66.09626672
0.253968253968	66.1170449
0.258852258852	66.16551065
0.263736263736	66.18381676
0.26862026862	66.2324989
0.273504273504	66.27982774
0.278388278388	66.29854475
0.283272283272	66.34752523
0.288156288156	66.36519457
0.29304029304	66.41375686
0.297924297924	66.46066367
0.302808302808	66.47921666
0.307692307692	66.52642778
0.312576312576	66.56982697
0.31746031746	66.59046277
0.322344322344	66.63900338
0.327228327228	66.6565037
0.332112332112	66.70470671
0.336996336996	66.74997971
0.34188034188	66.77044583
0.346764346764	66.81785341
0.351648351648	66.83561919
0.356532356532	66.88280389
0.361416361416	66.92938162
0.3663003663	66.94782495
0.371184371184	66.99446064
0.376068376068	67.01225653
0.380952380952	67.05861731
0.385836385836	67.10514663
0.39072039072	67.12297314
0.395604395604	67.16943158
0.400488400488	67.21306484
0.405372405372	67.23433455
0.410256410256	67.28100108
0.41514041514	67.29880553
0.420024420024	67.34470142
0.424908424908	67.3884243
0.429792429792	67.40800778
0.434676434676	67.45331811
0.43956043956	67.47054856
0.444444444444	67.51686549
0.449328449328	67.5618882
0.454212454212	67.57965724
0.459096459096	67.62573252
0.46398046398	67.64222931
0.468864468864	67.68756523
0.473748473748	67.73088439
0.478632478632	67.74879379
0.483516483516	67.79437827
0.4884004884	67.83633894
0.493284493284	67.85776536
0.498168498168	67.90263896
0.503052503053	67.9193122
0.507936507937	67.96425158
0.512820512821	68.00671379
0.517704517705	68.02617796
0.522588522589	68.07184695
0.527472527473	68.08811604
0.532356532357	68.13317689
0.537240537241	68.17705882
0.542124542125	68.19445925
0.547008547009	68.23813808
0.551892551893	68.25544204
0.556776556777	68.3005787
0.561660561661	68.34549582
0.566544566545	68.36283518
0.571428571429	68.40660936
0.576312576313	68.44763769
0.581196581197	68.46769812
0.586080586081	68.51162428
0.590964590965	68.5278197
0.595848595849	68.57222052
0.600732600733	68.61425364
0.605616605617	68.63287504
0.610500610501	68.67694136
0.615384615385	68.69313021
0.620268620269	68.73712046
0.625152625153	68.77933668
0.630036630037	68.79527891
0.634920634921	68.83917985
0.639804639805	68.85540637
0.644688644689	68.89998111
0.649572649573	68.94322444
0.654456654457	68.96017493
0.659340659341	69.00445633
0.664224664225	69.0435613
0.669108669109	69.06404304
0.673992673993	69.10725896
0.678876678877	69.12392482
0.683760683761	69.16773298
0.688644688645	69.20780791
0.693528693529	69.22704005
0.698412698413	69.26944914
0.703296703297	69.2858309
0.708180708181	69.32894187
