V	uW
0.0	26.6268617
0.05	3.71522037
0.1	1.60984928
0.15	0.866770279
0.2	1.23830978
0.25	0.0493600965
0.3	0.0370200723
0.35	0.0370200723
0.4	0.0370200723
0.45	0.0617001206
0.5	0.234445906
0.55	0.0136897143
0.6	0.0161780918
0.65	0.0136897143
0.7	0.0199115675
0.75	0.007467861
0.8	0.022399945
0.85	0.00881243523
0.9	0.00757125918
0.95	0.00893652441
1.0	0.00819181878
1.05	0.00707478875
1.1	0.00992946525
1.15	0.00787719046
1.2	0.00776554998
1.25	0.00774073783
1.3	0.00766630848
1.35	0.00772833175
1.4	0.00811288459
1.45	0.00857007354
1.5	0.0103689226
1.55	0.0113314345
1.6	0.0169454815
1.65	0.0317520517
1.7	0.0764394628
1.75	0.189337086
1.8	0.660060152
1.85	1.56190231
1.9	3.48399544
1.95	7.49956689
2.0	15.374917
2.05	28.4428497
2.1	50.0431379
2.15	83.6352992
2.2	122.355807
2.25	175.439171
2.3	231.854123
2.35	293.969817
2.4	362.230436
2.45	441.497628
2.5	515.90323
2.55	602.26582
2.6	664.43684
2.65	739.116338
2.7	803.021248
2.75	860.609929
2.8	914.606964
2.85	967.737171
2.9	1009.34959
2.95	1045.0175
3.0	1077.09365
3.05	1104.71155
3.1	1130.4717
3.15	1151.27792
3.2	1167.50179
3.25	1181.99177
3.3	1194.87196
3.35	1204.16027
3.4	1211.34357
3.45	1216.79273
3.5	1222.36577
3.55	1227.19584
3.6	1230.53975
3.65	1234.87436
3.7	1241.43809
3.75	1244.782
3.8	1250.60277
3.85	1254.56601
3.9	1256.919
3.95	1260.51065
4.0	1261.62521
4.05	1263.73046
4.1	1262.49203
4.15	1261.37747
4.2	1259.64358
4.25	1257.6622
4.3	1253.69895
4.35	1250.8505
4.4	1245.64907
4.45	1241.56196
4.5	1236.11279
4.55	1231.77818
4.6	1225.46195
4.65	1219.51732
4.7	1213.69655
4.75	1208.12352
4.8	1201.93115
4.85	1194.25263
4.9	1186.82184
4.95	1179.76265
5.0	1173.94188
5.05	1168.86408
5.1	1160.19486
5.15	1152.14474
5.2	1144.46622
5.25	1137.1593
5.3	1129.72851
5.35	1121.55476
5.4	1111.15165
5.45	1104.33996
5.5	1096.90917
5.55	1087.86835
5.6	1078.45594
5.65	1068.9199
5.7	1058.76452
5.75	1050.21894
5.8	1039.19674
5.85	1030.27979
5.9	1021.23898
5.95	1010.83575
6.0	1001.9188
6.05	991.639565
6.1	981.608056
6.15	972.690992
6.2	962.535618
6.25	953.61867
6.3	945.816282
6.35	936.651719
6.4	928.725465
6.45	919.560902
6.5	910.891569
6.55	903.832377
6.6	895.039178
6.65	886.493828
6.7	877.205282
6.75	871.632248
6.8	864.077592
6.85	854.789047
6.9	846.243696
6.95	839.679851
7.0	831.505866
