V	uW
0.0	21.3014428
0.05	3.46754678
0.1	1.98138878
0.15	1.23830978
0.2	-0.000174622983
0.25	-0.0863728928
0.3	0.0617001206
0.35	0.0123400241
0.4	0.0740401447
0.45	0.0493600965
0.5	-0.0493528205
0.55	0.0186664693
0.6	0.0112004273
0.65	0.0199115675
0.7	0.0199115675
0.75	0.0099562385
0.8	0.0124455255
0.85	0.00968123004
0.9	0.0104259357
0.95	0.00893652441
1.0	0.00819181878
1.05	0.0080677296
1.1	0.00844005399
1.15	0.00805086131
1.2	0.00877034978
1.25	0.00922933197
1.3	0.00877034978
1.35	0.00936578459
1.4	0.0101224913
1.45	0.0108111253
1.5	0.0114732268
1.55	0.0140014711
1.6	0.0238909443
1.65	0.0534632321
1.7	0.138079756
1.75	0.341732175
1.8	1.08963286
1.85	2.40032023
1.9	4.91693891
1.95	9.61368005
2.0	18.1211508
2.05	31.510117
2.1	52.4098505
2.15	83.0306817
2.2	117.173331
2.25	162.717421
2.3	209.458434
2.35	261.196838
2.4	317.53775
2.45	383.367529
2.5	446.309947
2.55	510.696089
2.6	587.651972
2.65	641.029794
2.7	697.256182
2.75	747.414073
2.8	791.998813
2.85	835.097511
2.9	872.251461
2.95	902.7177
3.0	927.239307
3.05	950.027141
3.1	972.567243
3.15	989.410328
3.2	1005.26272
3.25	1018.39053
3.3	1029.04136
3.35	1038.57741
3.4	1046.50366
3.45	1051.82896
3.5	1057.27836
3.55	1062.1082
3.6	1065.57598
3.65	1067.5576
3.7	1072.38768
3.75	1075.48363
3.8	1079.07527
3.85	1082.66692
3.9	1087.00152
3.95	1091.8316
4.0	1093.56525
4.05	1099.13852
4.1	1099.13852
4.15	1099.63375
4.2	1101.49151
4.25	1101.36764
4.3	1100.25308
4.35	1096.90917
4.4	1094.30845
4.45	1090.59294
4.5	1086.50606
4.55	1081.79986
4.6	1075.97909
4.65	1071.02515
4.7	1065.69985
4.75	1059.01202
4.8	1052.44829
4.85	1046.0082
4.9	1039.9397
4.95	1031.27048
5.0	1025.07812
5.05	1017.3996
5.1	1010.09267
5.15	1003.28121
5.2	994.488015
5.25	987.92417
5.3	981.236459
5.35	972.690992
5.4	963.650295
5.45	956.46712
5.5	949.407928
5.55	941.977138
5.6	933.06019
5.65	925.381668
5.7	917.455414
5.75	910.891569
5.8	901.355408
5.85	895.534642
5.9	888.351467
5.95	881.292275
6.0	872.499193
6.05	865.192153
6.1	858.380576
6.15	849.463628
6.2	839.184388
6.25	827.790471
6.3	821.969705
6.35	812.805025
6.4	805.002754
6.45	795.466593
6.5	788.655016
6.55	780.109549
6.6	772.554893
6.65	765.743316
6.7	759.179471
6.75	754.720997
6.8	745.927915
6.85	739.36407
6.9	731.685548
6.95	724.007026
7.0	718.310126
