V	uW
0.0	18.0814532
0.05	3.34368087
0.1	0.371364877
0.15	0.866770279
0.2	-0.24784822
0.25	0.0617001206
0.3	0.0370200723
0.35	0.0740401447
0.4	0.123392965
0.45	-0.0493528205
0.5	0.0740401447
0.55	0.00373529474
0.6	0.00871204975
0.65	0.0174222805
0.7	0.00622367224
0.75	0.0099562385
0.8	0.0124455255
0.85	0.0103018465
0.9	0.00943299483
0.95	0.00918475962
1.0	0.0119154038
1.05	0.0112947873
1.1	0.00980537607
1.15	0.0095146504
1.2	0.00970072023
1.25	0.00904326214
1.3	0.00922933197
1.35	0.00924173804
1.4	0.00981236781
1.45	0.00897862851
1.5	0.00912042264
1.55	0.0103424869
1.6	0.012732543
1.65	0.0207066044
1.7	0.0403089082
1.75	0.0909408726
1.8	0.21414705
1.85	0.458140391
1.9	1.11482882
1.95	2.16883996
2.0	4.33209425
2.05	8.08191271
2.1	13.9016347
2.15	23.0909936
2.2	35.9386831
2.25	54.5525836
2.3	77.0708284
2.35	100.552381
2.4	129.216423
2.45	164.025376
2.5	198.538211
2.55	235.395506
2.6	273.795187
2.65	316.365535
2.7	355.505559
2.75	393.325288
2.8	429.232459
2.85	466.953468
2.9	498.936744
2.95	528.452219
3.0	566.350296
3.05	582.202687
3.1	605.981215
3.15	625.301269
3.2	644.745189
3.25	659.854501
3.3	676.326104
3.35	688.958447
3.4	700.600096
3.45	712.241628
3.5	722.520868
3.55	730.818603
3.6	738.249393
3.65	744.937104
3.7	749.64331
3.75	754.597131
3.8	758.064911
3.85	760.913361
3.9	763.142598
3.95	763.885677
4.0	763.39033
4.05	764.50489
4.1	764.257158
4.15	761.904172
4.2	761.284842
4.25	759.427203
4.3	756.950234
4.35	754.720997
4.4	752.244145
4.45	750.386389
4.5	748.281018
4.55	743.698678
4.6	740.47863
4.65	737.506314
4.7	732.552493
4.75	728.837098
4.8	725.988648
4.85	722.397119
4.9	717.938528
4.95	713.480054
5.0	709.02158
5.05	705.430051
5.1	699.609285
5.15	694.283866
5.2	688.958447
5.25	684.623839
5.3	677.936128
5.35	671.372283
5.4	665.922998
5.45	660.721445
5.5	654.405332
5.55	648.336834
5.6	641.649123
5.65	635.952107
5.7	629.01678
5.75	622.576685
5.8	616.632053
5.85	609.69661
5.9	604.618923
5.95	597.435865
6.0	591.615099
6.05	586.041948
6.1	580.097316
6.15	572.54266
6.2	567.217241
6.25	560.52953
6.3	554.461032
6.35	548.021053
6.4	543.686445
6.45	536.874868
6.5	530.558638
6.55	524.861738
6.6	519.164838
6.65	512.600876
6.7	507.770921
6.75	502.445502
6.8	498.110894
6.85	492.166262
6.9	486.469246
6.95	481.515424
7.0	475.541601
