V	uW
0.0	0.29960114
0.05	0.105240012
0.1	0.0981291421
0.15	0.0959959152
0.2	0.0903074238
0.25	0.0997884158
0.3	0.106899115
0.35	0.114009985
0.4	0.13676447
0.45	0.163785245
0.5	0.190095164
0.55	0.241529676
0.6	0.30386758
0.65	0.365494287
0.7	0.452245615
0.75	0.565780965
0.8	0.671494433
0.85	0.806835999
0.9	0.956636427
0.95	1.12682085
1.0	1.30861952
1.05	1.50629876
1.1	1.69781583
1.15	1.9101908
1.2	2.14934971
1.25	2.35959146
1.3	2.57860324
1.35	2.78931907
1.4	2.99647968
1.45	3.18657408
1.5	3.36458061
1.55	3.51912126
1.6	3.67674352
1.65	3.80473739
1.7	3.89717707
1.75	3.97468466
1.8	4.04223738
1.85	4.08347978
1.9	4.11476685
1.95	4.15008435
2.0	4.16620196
2.05	4.17520869
2.1	4.18137097
2.15	4.17307501
2.2	4.1685721
2.25	4.17046795
2.3	4.15150635
2.35	4.14534361
2.4	4.13420275
2.45	4.11452993
2.5	4.10765642
2.55	4.09864924
2.6	4.08205779
2.65	4.07423568
2.7	4.07897642
2.75	4.07352491
2.8	4.07613197
2.85	4.08276856
2.9	4.07921334
2.95	4.08822052
3.0	4.0953305
3.05	4.10410121
3.1	4.11452993
3.15	4.13112184
3.2	4.13633643
3.25	4.16430521
3.3	4.20294054
3.35	4.22996163
3.4	4.26077531
3.45	4.28755902
3.5	4.30106957
3.55	4.32026854
3.6	4.34681488
3.65	4.36696246
3.7	4.39659061
3.75	4.41887141
3.8	4.42882629
3.85	4.45110663
3.9	4.46983177
3.95	4.48926812
4.0	4.51936967
4.05	4.54022847
4.1	4.56250882
4.15	4.58858131
4.2	4.61252102
4.25	4.63480137
4.3	4.66774827
4.35	4.68505095
4.4	4.69216184
4.45	4.70899113
4.5	4.71491603
4.55	4.72178999
4.6	4.73767068
4.65	4.73079672
4.7	4.72795273
4.75	4.74312264
4.8	4.75758043
4.85	4.77440926
4.9	4.79052778
4.95	4.80427479
5.0	4.80925246
5.05	4.822763
5.1	4.83177018
5.15	4.83532494
5.2	4.85310238
5.25	4.86376848
5.3	4.86898261
5.35	4.88130809
5.4	4.88604883
5.45	4.88391515
5.5	4.8848633
5.55	4.87396028
5.6	4.87111629
5.65	4.87680518
5.7	4.88747082
5.75	4.89387094
5.8	4.91022547
5.85	4.91141054
5.9	4.90572165
5.95	4.91235869
6.0	4.91520268
6.05	4.92586923
6.1	4.94364622
6.15	4.95454969
6.2	4.96355642
6.25	4.98607415
6.3	4.99697717
6.35	5.00076931
6.4	5.00574697
6.45	5.00337683
6.5	4.98038526
6.55	4.95810491
6.6	4.95288987
6.65	4.96687471
6.7	4.97043038
6.75	4.9590526
6.8	4.94459391
6.85	4.94577898
6.9	4.96118582
6.95	5.01143495
7.0	5.04319723
